TrackingID,BookingDate,PickupDate,DeliveryDate,OriginCity,DestinationCity,WeightKg,PackageType,ServiceType,DeliveryMode,Price,Status,DelayReason,DeliveryDelayDays,ProcessingTimeHours,ExpectedDays,IsDelayed,BookingMonth,BookingDay,BookingHour,PickupHour,IsInterCity,IsPeakHour,FromMajorCity,ToMajorCity
DAW00394,2024-01-17 10:00:00,2024-01-17 15:00:00,2024-01-19 13:00:00,Lahore,Lahore,61.86,Parcel,Economy,Air,4965.74,Delivered,None,1,5.0,4,0,1,17,10,15,0,1,1,1
DAW00395,2024-01-17 11:00:00,2024-01-17 16:00:00,2024-01-19 17:00:00,Gujranwala,Quetta,86.15,Parcel,Overnight,Bus,545.34,Delayed,Weather,2,5.0,1,1,1,17,11,16,1,1,0,0
DAW00396,2024-01-17 12:00:00,2024-01-17 17:00:00,2024-01-21 02:00:00,Multan,Peshawar,34.95,Cargo,Express,Ground,421.02,Delivered,None,3,5.0,2,1,1,17,12,17,1,1,0,0
DAW00397,2024-01-17 13:00:00,2024-01-17 16:00:00,2024-01-20 01:00:00,Sukkur,Quetta,65.55,Documents,Economy,Bus,1894.52,Delayed,Traffic,2,3.0,4,0,1,17,13,16,1,1,0,0
DAW00398,2024-01-17 14:00:00,2024-01-17 18:00:00,2024-01-20 20:00:00,Rawalpindi,Islamabad,35.34,Parcel,Same Day,Bus,4852.72,Delivered,None,3,4.0,1,1,1,17,14,18,1,1,0,1
DAW00399,2024-01-17 15:00:00,2024-01-17 17:00:00,2024-01-22 13:00:00,Islamabad,Peshawar,61.91,Parcel,Overnight,Bus,1729.64,Delivered,None,4,2.0,1,1,1,17,15,17,1,1,1,0
DAW00400,2024-01-17 16:00:00,2024-01-17 19:00:00,2024-01-22 06:00:00,Quetta,Hyderabad,88.54,Documents,Same Day,Ground,2167.44,Delayed,Operational,4,3.0,1,1,1,17,16,19,1,0,0,0
DAW00401,2024-01-17 17:00:00,2024-01-17 22:00:00,2024-01-22 00:00:00,Gujranwala,Sukkur,23.52,Parcel,Economy,Bus,3243.57,Delivered,None,4,5.0,4,0,1,17,17,22,1,0,0,0
DAW00402,2024-01-17 18:00:00,2024-01-17 19:00:00,2024-01-21 11:00:00,Hyderabad,Islamabad,40.72,Parcel,Economy,Bus,315.74,Delayed,None,3,1.0,4,0,1,17,18,19,1,0,0,1
DAW00403,2024-01-17 19:00:00,2024-01-18 00:00:00,2024-01-22 07:00:00,Sukkur,Hyderabad,99.33,Parcel,Express,Bus,4509.27,Delayed,Weather,4,5.0,2,1,1,17,19,0,1,0,0,0
DAW00404,2024-01-17 20:00:00,2024-01-18 00:00:00,2024-01-21 13:00:00,Gujranwala,Multan,86.92,Documents,Express,Ground,2693.33,Delayed,Weather,3,4.0,2,1,1,17,20,0,1,0,0,0
DAW00405,2024-01-17 21:00:00,2024-01-18 02:00:00,2024-01-22 04:00:00,Faisalabad,Lahore,56.68,Documents,Economy,Bus,2440.69,Delivered,None,4,5.0,4,0,1,17,21,2,1,0,0,1
DAW00406,2024-01-17 22:00:00,2024-01-17 23:00:00,2024-01-21 09:00:00,Sukkur,Lahore,51.9,Parcel,Express,Bus,4331.49,Delivered,None,3,1.0,2,1,1,17,22,23,1,0,0,1
DAW00407,2024-01-17 23:00:00,2024-01-18 03:00:00,2024-01-22 18:00:00,Lahore,Faisalabad,28.82,Documents,Economy,Bus,4774.77,Delivered,Traffic,4,4.0,4,0,1,17,23,3,1,0,1,0
DAW00408,2024-01-18 00:00:00,2024-01-18 05:00:00,2024-01-20 06:00:00,Islamabad,Faisalabad,51.96,Parcel,Economy,Air,2232.44,Delivered,None,2,5.0,4,0,1,18,0,5,1,0,1,0
DAW00409,2024-01-18 01:00:00,2024-01-18 05:00:00,2024-01-22 06:00:00,Peshawar,Peshawar,84.89,Parcel,Economy,Ground,1027.72,Delayed,Weather,4,4.0,4,0,1,18,1,5,0,0,0,0
DAW00410,2024-01-18 02:00:00,2024-01-18 04:00:00,2024-01-20 02:00:00,Peshawar,Lahore,68.67,Parcel,Express,Ground,4115.4,Delivered,None,1,2.0,2,0,1,18,2,4,1,0,0,1
DAW00411,2024-01-18 03:00:00,2024-01-18 05:00:00,2024-01-21 22:00:00,Multan,Gujranwala,29.36,Parcel,Economy,Bus,2135.65,Delayed,Weather,3,2.0,4,0,1,18,3,5,1,0,0,0
DAW00412,2024-01-18 04:00:00,2024-01-18 09:00:00,2024-01-22 00:00:00,Multan,Peshawar,20.55,Parcel,Overnight,Bus,4690.62,Delivered,None,3,5.0,1,1,1,18,4,9,1,1,0,0
DAW00413,2024-01-18 05:00:00,2024-01-18 09:00:00,2024-01-22 03:00:00,Lahore,Faisalabad,26.89,Documents,Express,Air,4759.52,Delayed,Mechanical,3,4.0,2,1,1,18,5,9,1,1,1,0
DAW00414,2024-01-18 06:00:00,2024-01-18 07:00:00,2024-01-20 18:00:00,Hyderabad,Multan,17.39,Documents,Express,Bus,751.18,Delivered,Traffic,2,1.0,2,0,1,18,6,7,1,0,0,0
DAW00415,2024-01-18 07:00:00,2024-01-18 12:00:00,2024-01-21 04:00:00,Multan,Quetta,10.02,Parcel,Same Day,Bus,4791.46,Delivered,Traffic,2,5.0,1,1,1,18,7,12,1,1,0,0
DAW00416,2024-01-18 08:00:00,2024-01-18 10:00:00,2024-01-21 04:00:00,Rawalpindi,Hyderabad,42.2,Parcel,Express,Bus,1967.7,Delivered,None,2,2.0,2,0,1,18,8,10,1,1,0,0
DAW00417,2024-01-18 09:00:00,2024-01-18 11:00:00,2024-01-20 17:00:00,Islamabad,Rawalpindi,11.77,Parcel,Same Day,Air,3302.01,Delivered,None,2,2.0,1,1,1,18,9,11,1,1,1,0
DAW00418,2024-01-18 10:00:00,2024-01-18 15:00:00,2024-01-21 11:00:00,Gujranwala,Peshawar,17.61,Parcel,Economy,Bus,366.8,Delayed,Weather,2,5.0,4,0,1,18,10,15,1,1,0,0
DAW00419,2024-01-18 11:00:00,2024-01-18 15:00:00,2024-01-20 19:00:00,Lahore,Multan,54.96,Cargo,Economy,Bus,4466.64,Delivered,None,2,4.0,4,0,1,18,11,15,1,1,1,0
DAW00420,2024-01-18 12:00:00,2024-01-18 14:00:00,2024-01-21 02:00:00,Karachi,Hyderabad,16.88,Documents,Economy,Ground,3279.67,Delivered,None,2,2.0,4,0,1,18,12,14,1,1,1,0
DAW00421,2024-01-18 13:00:00,2024-01-18 17:00:00,2024-01-20 22:00:00,Gujranwala,Lahore,6.86,Documents,Economy,Bus,3289.06,Delivered,None,2,4.0,4,0,1,18,13,17,1,1,0,1
DAW00422,2024-01-18 14:00:00,2024-01-18 16:00:00,2024-01-22 07:00:00,Gujranwala,Quetta,32.08,Documents,Overnight,Bus,4530.45,Delivered,Operational,3,2.0,1,1,1,18,14,16,1,1,0,0
DAW00423,2024-01-18 15:00:00,2024-01-18 17:00:00,2024-01-23 14:00:00,Faisalabad,Hyderabad,22.42,Parcel,Economy,Air,2640.07,Delivered,None,4,2.0,4,0,1,18,15,17,1,1,0,0
DAW00424,2024-01-18 16:00:00,2024-01-18 19:00:00,2024-01-21 15:00:00,Lahore,Sukkur,51.77,Parcel,Express,Air,2170.48,Delivered,None,2,3.0,2,0,1,18,16,19,1,0,1,0
DAW00425,2024-01-18 17:00:00,2024-01-18 19:00:00,2024-01-22 17:00:00,Lahore,Faisalabad,10.69,Parcel,Express,Ground,4357.42,Delivered,None,3,2.0,2,1,1,18,17,19,1,0,1,0
DAW00426,2024-01-18 18:00:00,2024-01-18 19:00:00,2024-01-21 19:00:00,Peshawar,Hyderabad,75.3,Parcel,Express,Ground,3763.62,Delivered,None,3,1.0,2,1,1,18,18,19,1,0,0,0
DAW00427,2024-01-18 19:00:00,2024-01-19 00:00:00,2024-01-22 07:00:00,Quetta,Rawalpindi,90.67,Cargo,Economy,Bus,4755.08,Delayed,Traffic,3,5.0,4,0,1,18,19,0,1,0,0,0
DAW00428,2024-01-18 20:00:00,2024-01-19 01:00:00,2024-01-23 15:00:00,Hyderabad,Multan,74.47,Cargo,Express,Air,4712.59,Delivered,None,4,5.0,2,1,1,18,20,1,1,0,0,0
DAW00429,2024-01-18 21:00:00,2024-01-19 01:00:00,2024-01-22 22:00:00,Quetta,Quetta,53.52,Documents,Economy,Bus,2035.17,Delayed,Traffic,3,4.0,4,0,1,18,21,1,0,0,0,0
DAW00430,2024-01-18 22:00:00,2024-01-19 00:00:00,2024-01-21 21:00:00,Rawalpindi,Gujranwala,86.14,Parcel,Economy,Ground,2345.53,Delayed,Weather,2,2.0,4,0,1,18,22,0,1,0,0,0
DAW00431,2024-01-18 23:00:00,2024-01-19 00:00:00,2024-01-21 17:00:00,Karachi,Islamabad,69.64,Parcel,Express,Air,1428.73,Delayed,Mechanical,2,1.0,2,0,1,18,23,0,1,0,1,1
DAW00432,2024-01-19 00:00:00,2024-01-19 04:00:00,2024-01-23 11:00:00,Gujranwala,Hyderabad,1.55,Documents,Express,Ground,3371.11,Delivered,None,4,4.0,2,1,1,19,0,4,1,0,0,0
DAW00433,2024-01-19 01:00:00,2024-01-19 04:00:00,2024-01-22 15:00:00,Peshawar,Gujranwala,39.71,Parcel,Economy,Ground,1949.8,Delivered,Mechanical,3,3.0,4,0,1,19,1,4,1,0,0,0
DAW00434,2024-01-19 02:00:00,2024-01-19 06:00:00,2024-01-21 19:00:00,Karachi,Gujranwala,85.17,Parcel,Overnight,Ground,3973.28,Delayed,Operational,2,4.0,1,1,1,19,2,6,1,0,1,0
DAW00435,2024-01-19 03:00:00,2024-01-19 07:00:00,2024-01-21 21:00:00,Gujranwala,Karachi,34.91,Documents,Economy,Bus,783.44,Delayed,None,2,4.0,4,0,1,19,3,7,1,0,0,1
DAW00436,2024-01-19 04:00:00,2024-01-19 06:00:00,2024-01-22 15:00:00,Rawalpindi,Rawalpindi,4.0,Parcel,Economy,Ground,758.73,Delivered,None,3,2.0,4,0,1,19,4,6,0,0,0,0
DAW00437,2024-01-19 05:00:00,2024-01-19 08:00:00,2024-01-23 11:00:00,Quetta,Rawalpindi,74.74,Parcel,Economy,Bus,1181.39,Delivered,Operational,4,3.0,4,0,1,19,5,8,1,1,0,0
DAW00438,2024-01-19 06:00:00,2024-01-19 10:00:00,2024-01-24 02:00:00,Lahore,Karachi,80.3,Documents,Express,Bus,604.6,Delayed,Traffic,4,4.0,2,1,1,19,6,10,1,1,1,1
DAW00439,2024-01-19 07:00:00,2024-01-19 08:00:00,2024-01-23 05:00:00,Multan,Sukkur,16.48,Parcel,Express,Bus,3176.15,Delivered,None,3,1.0,2,1,1,19,7,8,1,1,0,0
DAW00440,2024-01-19 08:00:00,2024-01-19 09:00:00,2024-01-23 08:00:00,Multan,Islamabad,53.97,Documents,Economy,Bus,907.29,Delivered,None,3,1.0,4,0,1,19,8,9,1,1,0,1
DAW00441,2024-01-19 09:00:00,2024-01-19 14:00:00,2024-01-22 17:00:00,Sukkur,Faisalabad,19.6,Parcel,Economy,Ground,967.82,Delivered,Weather,3,5.0,4,0,1,19,9,14,1,1,0,0
DAW00442,2024-01-19 10:00:00,2024-01-19 13:00:00,2024-01-22 06:00:00,Faisalabad,Multan,72.06,Documents,Express,Air,268.3,Delivered,None,2,3.0,2,0,1,19,10,13,1,1,0,0
DAW00443,2024-01-19 11:00:00,2024-01-19 14:00:00,2024-01-22 08:00:00,Hyderabad,Quetta,27.52,Parcel,Economy,Bus,3954.03,Delayed,Operational,2,3.0,4,0,1,19,11,14,1,1,0,0
DAW00444,2024-01-19 12:00:00,2024-01-19 17:00:00,2024-01-23 11:00:00,Rawalpindi,Multan,31.96,Parcel,Economy,Bus,4099.02,Delivered,None,3,5.0,4,0,1,19,12,17,1,1,0,0
DAW00445,2024-01-19 13:00:00,2024-01-19 17:00:00,2024-01-23 01:00:00,Faisalabad,Islamabad,84.57,Documents,Express,Bus,977.71,Delayed,Operational,3,4.0,2,1,1,19,13,17,1,1,0,1
DAW00446,2024-01-19 14:00:00,2024-01-19 17:00:00,2024-01-22 04:00:00,Hyderabad,Multan,47.89,Parcel,Economy,Air,3749.72,Delivered,Operational,2,3.0,4,0,1,19,14,17,1,1,0,0
DAW00447,2024-01-19 15:00:00,2024-01-19 16:00:00,2024-01-23 01:00:00,Gujranwala,Karachi,67.14,Parcel,Overnight,Bus,2281.02,Delivered,Traffic,3,1.0,1,1,1,19,15,16,1,1,0,1
DAW00448,2024-01-19 16:00:00,2024-01-19 17:00:00,2024-01-24 14:00:00,Faisalabad,Rawalpindi,40.54,Parcel,Economy,Ground,1350.06,Delayed,None,4,1.0,4,0,1,19,16,17,1,1,0,0
DAW00449,2024-01-19 17:00:00,2024-01-19 19:00:00,2024-01-23 00:00:00,Quetta,Multan,30.15,Parcel,Express,Air,3182.65,Delayed,None,3,2.0,2,1,1,19,17,19,1,0,0,0
DAW00450,2024-01-19 18:00:00,2024-01-19 21:00:00,2024-01-22 04:00:00,Hyderabad,Peshawar,62.74,Parcel,Economy,Bus,1056.72,Delayed,Weather,2,3.0,4,0,1,19,18,21,1,0,0,0
DAW00451,2024-01-19 19:00:00,2024-01-19 23:00:00,2024-01-22 04:00:00,Quetta,Gujranwala,15.91,Documents,Overnight,Air,3833.04,Delayed,None,2,4.0,1,1,1,19,19,23,1,0,0,0
DAW00452,2024-01-19 20:00:00,2024-01-20 01:00:00,2024-01-24 04:00:00,Lahore,Gujranwala,37.61,Documents,Economy,Air,428.55,Delivered,None,4,5.0,4,0,1,19,20,1,1,0,1,0
DAW00453,2024-01-19 21:00:00,2024-01-20 02:00:00,2024-01-22 21:00:00,Peshawar,Hyderabad,21.3,Parcel,Express,Air,4803.83,Delivered,None,2,5.0,2,0,1,19,21,2,1,0,0,0
DAW00454,2024-01-19 22:00:00,2024-01-20 02:00:00,2024-01-21 23:00:00,Quetta,Islamabad,69.73,Parcel,Express,Bus,545.0,Delivered,None,1,4.0,2,0,1,19,22,2,1,0,0,1
DAW00455,2024-01-19 23:00:00,2024-01-20 01:00:00,2024-01-24 14:00:00,Gujranwala,Sukkur,94.45,Documents,Economy,Bus,2981.35,Delayed,Traffic,4,2.0,4,0,1,19,23,1,1,0,0,0
DAW00456,2024-01-20 00:00:00,2024-01-20 05:00:00,2024-01-23 10:00:00,Multan,Peshawar,99.55,Parcel,Economy,Ground,4530.53,Delayed,Weather,3,5.0,4,0,1,20,0,5,1,0,0,0
DAW00457,2024-01-20 01:00:00,2024-01-20 04:00:00,2024-01-22 07:00:00,Faisalabad,Karachi,45.3,Documents,Express,Bus,257.14,Delivered,None,2,3.0,2,0,1,20,1,4,1,0,0,1
DAW00458,2024-01-20 02:00:00,2024-01-20 04:00:00,2024-01-22 19:00:00,Gujranwala,Lahore,25.63,Parcel,Overnight,Ground,2592.87,Delivered,None,2,2.0,1,1,1,20,2,4,1,0,0,1
DAW00459,2024-01-20 03:00:00,2024-01-20 06:00:00,2024-01-24 21:00:00,Sukkur,Karachi,44.56,Documents,Economy,Bus,1880.03,Delayed,None,4,3.0,4,0,1,20,3,6,1,0,0,1
DAW00460,2024-01-20 04:00:00,2024-01-20 05:00:00,2024-01-23 21:00:00,Islamabad,Gujranwala,84.8,Documents,Economy,Bus,2985.59,Delayed,Weather,3,1.0,4,0,1,20,4,5,1,0,1,0
DAW00461,2024-01-20 05:00:00,2024-01-20 07:00:00,2024-01-23 19:00:00,Hyderabad,Sukkur,21.0,Cargo,Overnight,Bus,1282.2,Delayed,Weather,3,2.0,1,1,1,20,5,7,1,0,0,0
DAW00462,2024-01-20 06:00:00,2024-01-20 11:00:00,2024-01-23 22:00:00,Rawalpindi,Sukkur,95.23,Documents,Economy,Bus,511.52,Delayed,Operational,3,5.0,4,0,1,20,6,11,1,1,0,0
DAW00463,2024-01-20 07:00:00,2024-01-20 09:00:00,2024-01-23 06:00:00,Sukkur,Peshawar,34.52,Parcel,Same Day,Bus,3204.48,Delivered,Traffic,2,2.0,1,1,1,20,7,9,1,1,0,0
DAW00464,2024-01-20 08:00:00,2024-01-20 10:00:00,2024-01-24 19:00:00,Multan,Hyderabad,98.59,Documents,Express,Bus,2200.88,Delayed,Operational,4,2.0,2,1,1,20,8,10,1,1,0,0
DAW00465,2024-01-20 09:00:00,2024-01-20 11:00:00,2024-01-24 06:00:00,Quetta,Islamabad,83.94,Parcel,Express,Bus,3187.93,Delayed,Operational,3,2.0,2,1,1,20,9,11,1,1,0,1
DAW00466,2024-01-20 10:00:00,2024-01-20 12:00:00,2024-01-23 04:00:00,Peshawar,Faisalabad,80.95,Parcel,Economy,Ground,1210.59,Delayed,Weather,2,2.0,4,0,1,20,10,12,1,1,0,0
DAW00467,2024-01-20 11:00:00,2024-01-20 14:00:00,2024-01-25 06:00:00,Gujranwala,Rawalpindi,32.13,Documents,Economy,Ground,1825.96,Delivered,None,4,3.0,4,0,1,20,11,14,1,1,0,0
DAW00468,2024-01-20 12:00:00,2024-01-20 13:00:00,2024-01-24 05:00:00,Lahore,Peshawar,1.37,Parcel,Express,Bus,2896.07,Delayed,None,3,1.0,2,1,1,20,12,13,1,1,1,0
DAW00469,2024-01-20 13:00:00,2024-01-20 17:00:00,2024-01-23 20:00:00,Islamabad,Sukkur,38.52,Parcel,Overnight,Bus,3046.94,Delivered,Operational,3,4.0,1,1,1,20,13,17,1,1,1,0
DAW00470,2024-01-20 14:00:00,2024-01-20 16:00:00,2024-01-24 04:00:00,Karachi,Lahore,30.53,Parcel,Same Day,Bus,1987.11,Delayed,Weather,3,2.0,1,1,1,20,14,16,1,1,1,1
DAW00471,2024-01-20 15:00:00,2024-01-20 20:00:00,2024-01-24 02:00:00,Sukkur,Quetta,4.22,Parcel,Economy,Bus,1544.26,Delayed,Weather,3,5.0,4,0,1,20,15,20,1,0,0,0
DAW00472,2024-01-20 16:00:00,2024-01-20 18:00:00,2024-01-24 03:00:00,Peshawar,Sukkur,50.78,Parcel,Economy,Bus,1513.76,Delayed,None,3,2.0,4,0,1,20,16,18,1,1,0,0
DAW00473,2024-01-20 17:00:00,2024-01-20 22:00:00,2024-01-22 19:00:00,Karachi,Hyderabad,40.6,Documents,Economy,Bus,1038.56,Delayed,Weather,1,5.0,4,0,1,20,17,22,1,0,1,0
DAW00474,2024-01-20 18:00:00,2024-01-20 21:00:00,2024-01-23 01:00:00,Islamabad,Hyderabad,63.64,Documents,Overnight,Bus,1761.94,Delivered,None,2,3.0,1,1,1,20,18,21,1,0,1,0
DAW00475,2024-01-20 19:00:00,2024-01-21 00:00:00,2024-01-25 16:00:00,Rawalpindi,Sukkur,62.31,Parcel,Economy,Ground,1157.31,Delivered,None,4,5.0,4,0,1,20,19,0,1,0,0,0
DAW00476,2024-01-20 20:00:00,2024-01-21 00:00:00,2024-01-24 12:00:00,Rawalpindi,Hyderabad,12.51,Parcel,Economy,Bus,3242.31,Delivered,None,3,4.0,4,0,1,20,20,0,1,0,0,0
DAW00477,2024-01-20 21:00:00,2024-01-20 22:00:00,2024-01-25 16:00:00,Faisalabad,Peshawar,97.71,Documents,Economy,Air,2931.52,Delayed,Weather,4,1.0,4,0,1,20,21,22,1,0,0,0
DAW00478,2024-01-20 22:00:00,2024-01-21 03:00:00,2024-01-23 10:00:00,Islamabad,Sukkur,19.1,Parcel,Economy,Bus,2036.43,Delivered,None,2,5.0,4,0,1,20,22,3,1,0,1,0
DAW00479,2024-01-20 23:00:00,2024-01-21 04:00:00,2024-01-24 23:00:00,Islamabad,Sukkur,44.8,Parcel,Same Day,Air,1763.98,Delivered,None,3,5.0,1,1,1,20,23,4,1,0,1,0
DAW00480,2024-01-21 00:00:00,2024-01-21 01:00:00,2024-01-25 11:00:00,Karachi,Islamabad,49.07,Parcel,Express,Bus,1340.55,Delayed,Weather,4,1.0,2,1,1,21,0,1,1,0,1,1
DAW00481,2024-01-21 01:00:00,2024-01-21 05:00:00,2024-01-23 02:00:00,Peshawar,Rawalpindi,81.4,Documents,Economy,Bus,2770.2,Delayed,Weather,1,4.0,4,0,1,21,1,5,1,0,0,0
DAW00482,2024-01-21 02:00:00,2024-01-21 04:00:00,2024-01-25 13:00:00,Gujranwala,Lahore,10.37,Parcel,Economy,Bus,4610.73,Delayed,None,4,2.0,4,0,1,21,2,4,1,0,0,1
DAW00483,2024-01-21 03:00:00,2024-01-21 08:00:00,2024-01-23 07:00:00,Hyderabad,Hyderabad,43.15,Documents,Economy,Bus,3491.37,Delivered,None,1,5.0,4,0,1,21,3,8,0,1,0,0
DAW00484,2024-01-21 04:00:00,2024-01-21 05:00:00,2024-01-24 23:00:00,Karachi,Islamabad,63.04,Parcel,Economy,Bus,3773.19,Delayed,Weather,3,1.0,4,0,1,21,4,5,1,0,1,1
DAW00485,2024-01-21 05:00:00,2024-01-21 08:00:00,2024-01-24 07:00:00,Lahore,Gujranwala,21.91,Parcel,Economy,Bus,4205.01,Delivered,Traffic,2,3.0,4,0,1,21,5,8,1,1,1,0
DAW00486,2024-01-21 06:00:00,2024-01-21 07:00:00,2024-01-24 13:00:00,Rawalpindi,Gujranwala,62.93,Parcel,Express,Ground,1887.85,Delayed,None,3,1.0,2,1,1,21,6,7,1,0,0,0
DAW00487,2024-01-21 07:00:00,2024-01-21 10:00:00,2024-01-24 03:00:00,Rawalpindi,Faisalabad,92.4,Documents,Economy,Bus,501.8,Delayed,Traffic,2,3.0,4,0,1,21,7,10,1,1,0,0
DAW00488,2024-01-21 08:00:00,2024-01-21 12:00:00,2024-01-23 15:00:00,Faisalabad,Faisalabad,99.75,Documents,Economy,Ground,3188.28,Delayed,Traffic,2,4.0,4,0,1,21,8,12,0,1,0,0
DAW00489,2024-01-21 09:00:00,2024-01-21 11:00:00,2024-01-26 08:00:00,Gujranwala,Multan,3.73,Parcel,Economy,Bus,1105.63,Delivered,Weather,4,2.0,4,0,1,21,9,11,1,1,0,0
DAW00490,2024-01-21 10:00:00,2024-01-21 11:00:00,2024-01-25 11:00:00,Lahore,Peshawar,23.94,Parcel,Express,Air,2931.41,Delivered,None,4,1.0,2,1,1,21,10,11,1,1,1,0
DAW00491,2024-01-21 11:00:00,2024-01-21 16:00:00,2024-01-26 05:00:00,Rawalpindi,Peshawar,31.38,Documents,Express,Bus,3749.65,Delivered,None,4,5.0,2,1,1,21,11,16,1,1,0,0
DAW00492,2024-01-21 12:00:00,2024-01-21 16:00:00,2024-01-25 07:00:00,Karachi,Karachi,40.21,Parcel,Express,Bus,3961.46,Delayed,Traffic,3,4.0,2,1,1,21,12,16,0,1,1,1
DAW00493,2024-01-21 13:00:00,2024-01-21 14:00:00,2024-01-25 22:00:00,Lahore,Lahore,24.6,Documents,Express,Bus,1648.83,Delivered,None,4,1.0,2,1,1,21,13,14,0,1,1,1
DAW00494,2024-01-21 14:00:00,2024-01-21 19:00:00,2024-01-23 16:00:00,Karachi,Sukkur,20.75,Documents,Express,Bus,2659.68,Delayed,Traffic,1,5.0,2,0,1,21,14,19,1,0,1,0
DAW00495,2024-01-21 15:00:00,2024-01-21 16:00:00,2024-01-26 12:00:00,Hyderabad,Hyderabad,95.48,Documents,Economy,Bus,3180.63,Delayed,Weather,4,1.0,4,0,1,21,15,16,0,1,0,0
DAW00496,2024-01-21 16:00:00,2024-01-21 19:00:00,2024-01-23 17:00:00,Hyderabad,Lahore,91.89,Documents,Overnight,Bus,4133.51,Delayed,Weather,1,3.0,1,0,1,21,16,19,1,0,0,1
DAW00497,2024-01-21 17:00:00,2024-01-21 18:00:00,2024-01-25 12:00:00,Rawalpindi,Multan,5.18,Documents,Economy,Ground,3854.67,Delivered,None,3,1.0,4,0,1,21,17,18,1,1,0,0
DAW00498,2024-01-21 18:00:00,2024-01-21 19:00:00,2024-01-23 19:00:00,Rawalpindi,Gujranwala,34.21,Parcel,Economy,Air,4942.28,Delivered,Operational,2,1.0,4,0,1,21,18,19,1,0,0,0
DAW00499,2024-01-21 19:00:00,2024-01-21 20:00:00,2024-01-25 05:00:00,Peshawar,Gujranwala,40.81,Parcel,Express,Bus,238.81,Delayed,None,3,1.0,2,1,1,21,19,20,1,0,0,0
DAW00500,2024-01-21 20:00:00,2024-01-22 00:00:00,2024-01-25 01:00:00,Hyderabad,Karachi,24.28,Parcel,Economy,Air,2299.95,Delivered,None,3,4.0,4,0,1,21,20,0,1,0,0,1
DAW00501,2024-01-21 21:00:00,2024-01-21 22:00:00,2024-01-24 04:00:00,Gujranwala,Islamabad,63.07,Documents,Overnight,Air,1429.01,Delivered,None,2,1.0,1,1,1,21,21,22,1,0,0,1
DAW00502,2024-01-21 22:00:00,2024-01-22 03:00:00,2024-01-24 19:00:00,Gujranwala,Lahore,64.22,Documents,Economy,Ground,775.49,Delivered,None,2,5.0,4,0,1,21,22,3,1,0,0,1
DAW00503,2024-01-21 23:00:00,2024-01-22 02:00:00,2024-01-25 18:00:00,Sukkur,Islamabad,85.13,Documents,Overnight,Bus,4575.27,Delayed,Operational,3,3.0,1,1,1,21,23,2,1,0,0,1
DAW00504,2024-01-22 00:00:00,2024-01-22 03:00:00,2024-01-26 09:00:00,Sukkur,Faisalabad,74.22,Documents,Overnight,Bus,4990.22,Delivered,Weather,4,3.0,1,1,1,22,0,3,1,0,0,0
DAW00505,2024-01-22 01:00:00,2024-01-22 02:00:00,2024-01-25 12:00:00,Faisalabad,Gujranwala,54.49,Parcel,Same Day,Bus,1066.86,Delivered,None,3,1.0,1,1,1,22,1,2,1,0,0,0
DAW00506,2024-01-22 02:00:00,2024-01-22 06:00:00,2024-01-26 22:00:00,Hyderabad,Hyderabad,65.53,Parcel,Overnight,Ground,384.48,Delivered,Weather,4,4.0,1,1,1,22,2,6,0,0,0,0
DAW00507,2024-01-22 03:00:00,2024-01-22 07:00:00,2024-01-25 09:00:00,Karachi,Multan,27.76,Documents,Overnight,Bus,1520.26,Delayed,Operational,3,4.0,1,1,1,22,3,7,1,0,1,0
DAW00508,2024-01-22 04:00:00,2024-01-22 09:00:00,2024-01-26 02:00:00,Karachi,Sukkur,59.51,Documents,Express,Bus,4207.34,Delayed,Traffic,3,5.0,2,1,1,22,4,9,1,1,1,0
DAW00509,2024-01-22 05:00:00,2024-01-22 06:00:00,2024-01-26 11:00:00,Multan,Gujranwala,49.18,Documents,Economy,Bus,1610.67,Delayed,None,4,1.0,4,0,1,22,5,6,1,0,0,0
DAW00510,2024-01-22 06:00:00,2024-01-22 09:00:00,2024-01-26 19:00:00,Lahore,Hyderabad,13.77,Documents,Economy,Bus,473.13,Delayed,Traffic,4,3.0,4,0,1,22,6,9,1,1,1,0
DAW00511,2024-01-22 07:00:00,2024-01-22 11:00:00,2024-01-25 12:00:00,Quetta,Rawalpindi,24.63,Parcel,Express,Ground,451.96,Delivered,None,3,4.0,2,1,1,22,7,11,1,1,0,0
DAW00512,2024-01-22 08:00:00,2024-01-22 09:00:00,2024-01-26 14:00:00,Sukkur,Peshawar,29.52,Documents,Same Day,Bus,2251.63,Delivered,None,4,1.0,1,1,1,22,8,9,1,1,0,0
DAW00513,2024-01-22 09:00:00,2024-01-22 13:00:00,2024-01-25 00:00:00,Rawalpindi,Multan,92.47,Parcel,Express,Ground,4672.76,Delayed,Operational,2,4.0,2,0,1,22,9,13,1,1,0,0
DAW00514,2024-01-22 10:00:00,2024-01-22 14:00:00,2024-01-24 21:00:00,Faisalabad,Lahore,23.42,Parcel,Overnight,Ground,1572.42,Delayed,None,2,4.0,1,1,1,22,10,14,1,1,0,1
DAW00515,2024-01-22 11:00:00,2024-01-22 14:00:00,2024-01-25 03:00:00,Gujranwala,Hyderabad,29.28,Parcel,Overnight,Bus,2250.36,Delivered,None,2,3.0,1,1,1,22,11,14,1,1,0,0
